Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
83,Best of Battambang Day Trip from Siem Reap,Full-day Tours,9,5,11,99,"An experienced English-speaking guide through out the trip, Private AC car or minivan from start to end, Bamboo train ride, All entrance fees and tickets are included, Cold bottled water during tours, Hotel pickup and drop off, Entry/Admission - Ek Phnom, Entry/Admission - Battambang Bat Caves","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
84,Tuk Tuk Tour in Tango,Full-day Tours,11,5,8,25,"Private transportation, Soda/Pop, Bottled water, Entry/Admission - La Plantation","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
85,Cooking class in Kampot,Cooking Classes,6,5,4,20,Food and market tour,"Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
86,Tonle Sap Lake and Kampong Phluk Private Half Day tour from Siem Reap,Day Cruises,41,5,4,59,"Hotel pickup and drop-off, Private air conditioned vehicle on tour, Private Local Live English Speaking guide, Cold bottled water, Private tour, Entry/Admission - Kampong Phluk Floating Village, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
87,Floating Village Sunset Boat Vespa Tour,Bike Tours,26,5,5,60,"Hotel Pick up & Drop Off, Boat ticket & Tax included, Vespa & Experience Driver., Cold water supplies, Soft drink or Beer, Entry/Admission - Chong Kneas Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
88,Private Siem Reap City Hidden Gems Guided Tour,Adventure Tours,51,5,3,35,"All Fees and Taxes, Passionate english speaking local guide, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
89,Siem Reap Morning Food Tour - Plant Based or Carnivore,Walking Tours,12,5,3,45,"Not 1, not 2, but 3 delicious breakfasts are included. We want you to try the 3 most popular Khmer breakfasts!, Coffee and/or Tea, Let's cruise the streets and see what delicious local snacks we can try!, Bottled water, Soda/Pop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
90,Taxi Phnom Penh Private,Bus Tours,15,5,8,16.99,"English speaking driver, Air-conditioned vehicle, petrol, Cool Water, A clean , hygienic, good, and safe transportation.","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
91,Bike to the backroads of Kampot,Half-day Tours,43,5,4,25,"Drinking water, Local guide, Bicycle and helmet","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
92,Sightseeting Day Cruise with English Speaking Guide and free flow drinks,Full-day Tours,2,5,2,18,"Hotel pick up, Unlimited beer and soft drinks, Fresh fruit platter, English speaking guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
93,Apsara Dance Performance - Including Buffet Dinner & Hotel Pickup,City Tours,1,5,2,25,"Pick-up and drop-off hotel in Siem Reap, Drinking water and cool towel during trip, Round trip transfer by tuk tuk, Dinner - Buffet dinner, Entry/Admission (Amazon Angkor Restaurant)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
94,2-D Angkor temple with one sunrise,Bus Tours,28,5,48,110,"Private transportation, English-speaking tour guide., Drinking waters, Cold towels.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
95,Nightlife Tour in Phnom Penh,Tuk Tuk Tours,10,5,4,69,A drink at first bar,"Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
96,Full-Day Temples of Angkor Small Group Tour,Bus Tours,574,5,7,13,"Hotel pickup and drop-off, licensed and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
97,Early Rise for Angkor Wat Off-the-beaten-path tour,Classic Car Tours,4,5,7,75,"Professional English speaking tour guide, Tours by a vintage Jeep, Hotel pick up & drop off, Drinking bottled water during the tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
98,Sunset Dinner/cocktails/wines and beers with a Floating Village cruise Tour,Sunset Cruises,57,4,4,49,"Hotel pickup and drop-off in air conditioned taxi or tuk tuk, English speaking guide, Buffet dinner or fixed menu, All you can drink selection of beers, spirits, cocktails, champagne,wines, or soft drinks, Tour the fishing floating villages, All check point fees and taxes included in the price, No hidden additional costs, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Lotus Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
99,Full-Day Phnom Penh Sightseeing Tour & Killing Field,Full-day Tours,17,5,7,75.9,"Hotel pickup and drop-off, Transport by private vehicle, Professional guide, All Fees and Taxes, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
100,Private one-day tuktuk 'small tour' of the oldest Angkor temples,Full-day Tours,32,5,9,18,"Bottled water, Hotel pickup and drop-off (if option selected), Private tour, Round-trip private transfer","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
101,Private Angkor Wat Sunrise Tour,Bus Tours,83,5,7,26,"Experienced and licensed English Speaking Tour Guide, Air-conditioned vehicle, Bottled water, Hotel Pick up and Drop Off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
102, Angkor Wat Tour Complex Full Day-Small Group,Full-day Tours,4,5,7,24,"Experience English Tour Guide, Air-conditioned vehicle, Sightseeing as specified in the itinerary, Hotel pickup and drop-off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
103,"Full-Day Tour - City & Countryside, Old Bamboo Train, Secret Bat Cave & Sunset",Full-day Tours,68,5,9,20,"Private transportation, Entry/Admission - Battambang Bat Caves","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
104,Private Taxi Service From Phnom Penh - Siem Reap City,Bus Tours,3,5,6,69,"Experienced English speaking driver with license, Private transportation with A/C ( Car/Minivan), Free water during the trip, Petrol, Parking fees and toll","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
105,Angkor Sunrise Discovery Active Bike Day Tour,Full-day Tours,336,5,7,99,"Hotel pickup and drop-off, Transport by air-conditioned minivan, Bike and safety equipment, Professional guide, Breakfast, Lunch, Snacks and refreshment","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
106,Private Half-Day Tour of Phnom Penh's Traditional Markets,Full-day Tours,3,4.5,4,64.11,"Hotel pickup and drop off, Local English Speaking Guide, Air-conditioned vehicle, Cold Bottled Water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
107,Phnom Penh to Siem Reap by Private Car or Minivan,Bus Tours,12,5,6,63,"Hotel pickup and drop-off or pickup from the airport, Good car with good air conditioned, Professional driver, All toll fees, Toilet stop","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
108,Countryside Sunset Jeep Tour with Drinks included,Adventure Tours,20,5,4,60,"Hotel pick up & drop off, Travel with jeep & driver, English speaking guide, Local snacks, Water supplies, Soft drink or beer","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
109,Private Tour to Beng Mealea Jungle Temple and Koh Ker,Bus Tours,3,5,9,70.61,"Hotel pickup and drop-off, Bottled water, English speaking driver, Private tour, Transport by private air conditioned car","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
110,One Day Angkor Temple Tour with Sunrise,Full-day Tours,31,5,8,55,"English-speaking tour guide., A/ C car or Van, Cold waters., Cold towels.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
111,Full Day Tour in Phnom Penh City,Bus Tours,9,5,7,51.29,"Cold water, Local Guide Fee","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
112,Angkor Sunrise Jeep Tour - Inclusive Breakfast & Lunch,Full-day Tours,133,5,7,90,"Round trip by Army Jeep, Bottled Water, Professional English speaking guide, Breakfast, Lunch, Experienced driver, Light refreshment","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
113,"Angkor Wat Private Driver Tours to Angkor Wat Sunrise, Angkor Thom & Ta Prohm",Full-day Tours,30,5,8,95,"Air-conditioned vehicle, Private transportation, Tour Guide Service, Cold Drinks & Cold Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
114,Siem Reap to Phnom Penh by Private Car or Minivan,Bus Tours,3,5,6,60,"Hotel pickup and drop-off (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, All toll fees, Toilet stop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
115,Discover Learn and Experiment the Sacred Lotus Flower,Art Classes,3,5,2,35,"Lotus Tea, All necessary equipment for activities, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
116,discover floating villages and tonle sap lake by boat,Bus Tours,40,4,4,39,"English speaking professional local guides, meals on the Queen Tara Riverboat, 2 drinks (soft drink, beers, cocktails, wines or champagne, Tour of the floating fishing villages, All check point fees, Free hotel pickup and drop-off in air conditioned taxi or tuk tuk, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Lotus Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
117,A Half Day Tour in Phnom Penh City,Bus Tours,29,4.5,4,39,"Provide Cold Water, English Speaking Local Guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
118,Phnom Penh International Airport pick up,City Tours,3,5,1,16.99,"Private transportation, Parking, Petrol","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
119,Cultural Cycling Tour - half day (8:00-11:30),Adventure Tours,19,5,4,30,"Bottled water, tasting of the traditional food products made by the artisans visited, All Fees and Taxes, Use of bicycle, local experienced guide, Entry/Admission - Wat Samrong Knong, Entry/Admission - Ek Phnom","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
120,Angkor Jeep Tour Discovery - Inclusive Lunch,Full-day Tours,35,5,7,80,"Round trip by Army Jeep, Cambodian style lunch, Water & Local snacks, Professional English speaking guide, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
121,Siem Reap to Phnom Penh by Private Car or Minivan,Bus Tours,3,5,6,60,"Hotel pickup and drop-off (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, All toll fees, Toilet stop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
122,Angkor Jeep Tour Discovery - Inclusive Lunch,Full-day Tours,35,5,7,80,"Round trip by Army Jeep, Cambodian style lunch, Water & Local snacks, Professional English speaking guide, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
123,Early Rise for Angkor Wat Off-the-beaten-path tour,Classic Car Tours,4,5,7,75,"Professional English speaking tour guide, Tours by a vintage Jeep, Hotel pick up & drop off, Drinking bottled water during the tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
124,"Full-Day Tour: Kulen Mountain, Beng Mealea & Tonle Sap",Full-day Tours,30,5,7,75,"Full vaccinated English speaking guide & driver, Private transport with air-conditioned, Cool bottles of water & towels during this trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
125,Siem Reap Cooking Class,Cooking Classes,85,5,3,30,"We have two options on arrival: chilled lemongrass water or regular still water, Private transportation, All Fees and Taxes, All cooking equipment and ingredients","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
126,Private transfer from Phnom Penh to Siem Reap,Bus Tours,6,5,5,25,"Pick up and drop off at your hotel ( please provide us your hotel name and address for pick up ), Gasoline, Private English speaking driver, Road toll fee, Luxury and comfortable air conditioning vehicles","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
127,Full-Day Phnom Penh Sightseeing Tour & Killing Field,Full-day Tours,17,5,7,75.9,"Hotel pickup and drop-off, Transport by private vehicle, Professional guide, All Fees and Taxes, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
128, Angkor Wat Tour Complex Full Day-Small Group,Full-day Tours,4,5,7,24,"Experience English Tour Guide, Air-conditioned vehicle, Sightseeing as specified in the itinerary, Hotel pickup and drop-off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
129,Private Angkor Sunrise & Major Temples (English Speaking Guide & SUV Car Driver),Bus Tours,33,5,6,75,"Our best selected Local English Speaking Tour Guide, Private transportation, Vehicle SUV Car Driver, Cool Drinking Water and cool Wipe Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
130,Phnom Penh Street Food Tour,Walking Tours,1,5,48,67,"A professional English speaking tour, Private transportation, Alcoholic Beverages, Dinner, Snacks, All Fees and Taxes","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
131,Siem Reap Countryside Half-Day Shared Tour,Walking Tours,130,5,5,39,"Professional local English speaking guide, Bicycle and helmet, Local snacks and fruit, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
132,Angkor Wat Sunrise Small Group Tour from Siem Reap,Bus Tours,131,5,7,39,"Hotel pickup and drop-off, Local Live English Speaking guide, Bottled water, Transport by air-conditioned minivan/bus","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
133,Historical Sites Tour to Chisor Taproom and Neang Khmao Temple,Bus Tours,1,5,7,70,"Experiences English Speaking Tour Guide, Transportation by air-conditioning, clean , and hygiene, Save and friendly driver, Cool water, All Fees and Taxes","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
