,Unnamed: 0,Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
76,76.0,77.0,Phnom Penh Killing Fields and Prison S21 Join Tour,Full-day Tours,126.0,4.0,6.0,15.0,"Hotel pickup and drop-off (downtown Phnom Penh), Recorded documentary played on-board, English-speaking bus attendant, Separate driver, Free WiFi, 1 x bottle of drinking water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
78,78.0,79.0,Oudong Mountain And Floating Village Cycle Tour,Adventure Tours,16.0,5.0,7.0,89.0,"Hotel pick up and drop off, English speaking cycle guide, Cannondale Mountain Bike and Helmet, Purified drinking water, and some tropical fruits, 1 lunch at Khmer local restaurant, Ferry crossing fee of the Tonle Sap Lake and supported vehicle, Entry/Admission - Udong Mountain","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
79,79.0,80.0,Cambodia Fire Range Outdoor Experience,Ports of Call Tours,42.0,5.0,7.0,676.93,"Air-conditioned vehicle, Pick Up and Drop down Service at your desirable place or hotel in Phnom Penh, Video service and also plus edited, Cold beers","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
80,80.0,81.0,La Plantation tour (discovering Kampot Pepper) + Lunch,Walking Tours,47.0,4.5,4.0,21.0,"Lunch (starter - main dish - dessert), Guided tour + tasting","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
81,81.0,82.0,Best Temples Day Tour in Siem Reap with Sunset,Bus Tours,66.0,5.0,7.0,22.0,"Hotel pickup and drop-off, Lenienced and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Sunset at ruin temple, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
82,82.0,83.0,Best of Battambang Day Trip from Siem Reap,Full-day Tours,9.0,5.0,11.0,99.0,"An experienced English-speaking guide through out the trip, Private AC car or minivan from start to end, Bamboo train ride, All entrance fees and tickets are included, Cold bottled water during tours, Hotel pickup and drop off, Entry/Admission - Ek Phnom, Entry/Admission - Battambang Bat Caves","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
83,83.0,84.0,Tuk Tuk Tour in Tango,Full-day Tours,11.0,5.0,8.0,25.0,"Private transportation, Soda/Pop, Bottled water, Entry/Admission - La Plantation","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
84,84.0,85.0,Cooking class in Kampot,Cooking Classes,6.0,5.0,4.0,20.0,Food and market tour,"Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
85,85.0,86.0,Tonle Sap Lake and Kampong Phluk Private Half Day tour from Siem Reap,Day Cruises,41.0,5.0,4.0,59.0,"Hotel pickup and drop-off, Private air conditioned vehicle on tour, Private Local Live English Speaking guide, Cold bottled water, Private tour, Entry/Admission - Kampong Phluk Floating Village, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
86,86.0,87.0,Floating Village Sunset Boat Vespa Tour,Bike Tours,26.0,5.0,5.0,60.0,"Hotel Pick up & Drop Off, Boat ticket & Tax included, Vespa & Experience Driver., Cold water supplies, Soft drink or Beer, Entry/Admission - Chong Kneas Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
87,87.0,88.0,Private Siem Reap City Hidden Gems Guided Tour,Adventure Tours,51.0,5.0,3.0,35.0,"All Fees and Taxes, Passionate english speaking local guide, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
88,88.0,89.0,Siem Reap Morning Food Tour - Plant Based or Carnivore,Walking Tours,12.0,5.0,3.0,45.0,"Not 1, not 2, but 3 delicious breakfasts are included. We want you to try the 3 most popular Khmer breakfasts!, Coffee and/or Tea, Let's cruise the streets and see what delicious local snacks we can try!, Bottled water, Soda/Pop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
89,89.0,90.0,Taxi Phnom Penh Private,Bus Tours,15.0,5.0,8.0,16.99,"English speaking driver, Air-conditioned vehicle, petrol, Cool Water, A clean , hygienic, good, and safe transportation.","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
90,90.0,91.0,Bike to the backroads of Kampot,Half-day Tours,43.0,5.0,4.0,25.0,"Drinking water, Local guide, Bicycle and helmet","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
91,91.0,92.0,Sightseeting Day Cruise with English Speaking Guide and free flow drinks,Full-day Tours,2.0,5.0,2.0,18.0,"Hotel pick up, Unlimited beer and soft drinks, Fresh fruit platter, English speaking guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
92,92.0,93.0,Apsara Dance Performance - Including Buffet Dinner & Hotel Pickup,City Tours,1.0,5.0,2.0,25.0,"Pick-up and drop-off hotel in Siem Reap, Drinking water and cool towel during trip, Round trip transfer by tuk tuk, Dinner - Buffet dinner, Entry/Admission (Amazon Angkor Restaurant)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
93,93.0,94.0,2-D Angkor temple with one sunrise,Bus Tours,28.0,5.0,48.0,110.0,"Private transportation, English-speaking tour guide., Drinking waters, Cold towels.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
94,94.0,95.0,Nightlife Tour in Phnom Penh,Tuk Tuk Tours,10.0,5.0,4.0,69.0,A drink at first bar,"Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
95,95.0,96.0,Full-Day Temples of Angkor Small Group Tour,Bus Tours,574.0,5.0,7.0,13.0,"Hotel pickup and drop-off, licensed and experienced English speaking tour guide, Transport by air-conditioned minivan, Mineral water & cool towel, Local tax","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
96,96.0,97.0,Early Rise for Angkor Wat Off-the-beaten-path tour,Classic Car Tours,4.0,5.0,7.0,75.0,"Professional English speaking tour guide, Tours by a vintage Jeep, Hotel pick up & drop off, Drinking bottled water during the tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
97,97.0,98.0,Sunset Dinner/cocktails/wines and beers with a Floating Village cruise Tour,Sunset Cruises,57.0,4.0,4.0,49.0,"Hotel pickup and drop-off in air conditioned taxi or tuk tuk, English speaking guide, Buffet dinner or fixed menu, All you can drink selection of beers, spirits, cocktails, champagne,wines, or soft drinks, Tour the fishing floating villages, All check point fees and taxes included in the price, No hidden additional costs, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Lotus Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
98,98.0,99.0,Full-Day Phnom Penh Sightseeing Tour & Killing Field,Full-day Tours,17.0,5.0,7.0,75.9,"Hotel pickup and drop-off, Transport by private vehicle, Professional guide, All Fees and Taxes, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
99,99.0,100.0,Private one-day tuktuk 'small tour' of the oldest Angkor temples,Full-day Tours,32.0,5.0,9.0,18.0,"Bottled water, Hotel pickup and drop-off (if option selected), Private tour, Round-trip private transfer","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
100,100.0,101.0,Private Angkor Wat Sunrise Tour,Bus Tours,83.0,5.0,7.0,26.0,"Experienced and licensed English Speaking Tour Guide, Air-conditioned vehicle, Bottled water, Hotel Pick up and Drop Off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
101,101.0,102.0, Angkor Wat Tour Complex Full Day-Small Group,Full-day Tours,4.0,5.0,7.0,24.0,"Experience English Tour Guide, Air-conditioned vehicle, Sightseeing as specified in the itinerary, Hotel pickup and drop-off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
102,102.0,103.0,"Full-Day Tour - City & Countryside, Old Bamboo Train, Secret Bat Cave & Sunset",Full-day Tours,68.0,5.0,9.0,20.0,"Private transportation, Entry/Admission - Battambang Bat Caves","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
103,103.0,104.0,Private Taxi Service From Phnom Penh - Siem Reap City,Bus Tours,3.0,5.0,6.0,69.0,"Experienced English speaking driver with license, Private transportation with A/C ( Car/Minivan), Free water during the trip, Petrol, Parking fees and toll","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
104,104.0,105.0,Angkor Sunrise Discovery Active Bike Day Tour,Full-day Tours,336.0,5.0,7.0,99.0,"Hotel pickup and drop-off, Transport by air-conditioned minivan, Bike and safety equipment, Professional guide, Breakfast, Lunch, Snacks and refreshment","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
105,105.0,106.0,Private Half-Day Tour of Phnom Penh's Traditional Markets,Full-day Tours,3.0,4.5,4.0,64.11,"Hotel pickup and drop off, Local English Speaking Guide, Air-conditioned vehicle, Cold Bottled Water","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
106,106.0,107.0,Phnom Penh to Siem Reap by Private Car or Minivan,Bus Tours,12.0,5.0,6.0,63.0,"Hotel pickup and drop-off or pickup from the airport, Good car with good air conditioned, Professional driver, All toll fees, Toilet stop","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
107,107.0,108.0,Countryside Sunset Jeep Tour with Drinks included,Adventure Tours,20.0,5.0,4.0,60.0,"Hotel pick up & drop off, Travel with jeep & driver, English speaking guide, Local snacks, Water supplies, Soft drink or beer","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
108,108.0,109.0,Private Tour to Beng Mealea Jungle Temple and Koh Ker,Bus Tours,3.0,5.0,9.0,70.61,"Hotel pickup and drop-off, Bottled water, English speaking driver, Private tour, Transport by private air conditioned car","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
109,109.0,110.0,One Day Angkor Temple Tour with Sunrise,Full-day Tours,31.0,5.0,8.0,55.0,"English-speaking tour guide., A/ C car or Van, Cold waters., Cold towels.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
110,110.0,111.0,Full Day Tour in Phnom Penh City,Bus Tours,9.0,5.0,7.0,51.29,"Cold water, Local Guide Fee","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
111,111.0,112.0,Angkor Sunrise Jeep Tour - Inclusive Breakfast & Lunch,Full-day Tours,133.0,5.0,7.0,90.0,"Round trip by Army Jeep, Bottled Water, Professional English speaking guide, Breakfast, Lunch, Experienced driver, Light refreshment","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
112,112.0,113.0,"Angkor Wat Private Driver Tours to Angkor Wat Sunrise, Angkor Thom & Ta Prohm",Full-day Tours,30.0,5.0,8.0,95.0,"Air-conditioned vehicle, Private transportation, Tour Guide Service, Cold Drinks & Cold Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
113,113.0,114.0,Siem Reap to Phnom Penh by Private Car or Minivan,Bus Tours,3.0,5.0,6.0,60.0,"Hotel pickup and drop-off (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, All toll fees, Toilet stop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
114,114.0,115.0,Discover Learn and Experiment the Sacred Lotus Flower,Art Classes,3.0,5.0,2.0,35.0,"Lotus Tea, All necessary equipment for activities, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
115,115.0,116.0,discover floating villages and tonle sap lake by boat,Bus Tours,40.0,4.0,4.0,39.0,"English speaking professional local guides, meals on the Queen Tara Riverboat, 2 drinks (soft drink, beers, cocktails, wines or champagne, Tour of the floating fishing villages, All check point fees, Free hotel pickup and drop-off in air conditioned taxi or tuk tuk, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Lotus Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
116,116.0,117.0,A Half Day Tour in Phnom Penh City,Bus Tours,29.0,4.5,4.0,39.0,"Provide Cold Water, English Speaking Local Guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
117,117.0,118.0,Phnom Penh International Airport pick up,City Tours,3.0,5.0,1.0,16.99,"Private transportation, Parking, Petrol","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
118,118.0,119.0,Cultural Cycling Tour - half day (8:00-11:30),Adventure Tours,19.0,5.0,4.0,30.0,"Bottled water, tasting of the traditional food products made by the artisans visited, All Fees and Taxes, Use of bicycle, local experienced guide, Entry/Admission - Wat Samrong Knong, Entry/Admission - Ek Phnom","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets"
119,119.0,120.0,Angkor Jeep Tour Discovery - Inclusive Lunch,Full-day Tours,35.0,5.0,7.0,80.0,"Round trip by Army Jeep, Cambodian style lunch, Water & Local snacks, Professional English speaking guide, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
120,120.0,121.0,Siem Reap to Phnom Penh by Private Car or Minivan,Bus Tours,3.0,5.0,6.0,60.0,"Hotel pickup and drop-off (if airport surcharge 20USD per car), Good car with good air conditioned, Professional driver, All toll fees, Toilet stop","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
121,121.0,122.0,Angkor Jeep Tour Discovery - Inclusive Lunch,Full-day Tours,35.0,5.0,7.0,80.0,"Round trip by Army Jeep, Cambodian style lunch, Water & Local snacks, Professional English speaking guide, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
122,122.0,123.0,Early Rise for Angkor Wat Off-the-beaten-path tour,Classic Car Tours,4.0,5.0,7.0,75.0,"Professional English speaking tour guide, Tours by a vintage Jeep, Hotel pick up & drop off, Drinking bottled water during the tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
123,123.0,124.0,"Full-Day Tour: Kulen Mountain, Beng Mealea & Tonle Sap",Full-day Tours,30.0,5.0,7.0,75.0,"Full vaccinated English speaking guide & driver, Private transport with air-conditioned, Cool bottles of water & towels during this trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
124,124.0,125.0,Siem Reap Cooking Class,Cooking Classes,85.0,5.0,3.0,30.0,"We have two options on arrival: chilled lemongrass water or regular still water, Private transportation, All Fees and Taxes, All cooking equipment and ingredients","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
125,125.0,126.0,Private transfer from Phnom Penh to Siem Reap,Bus Tours,6.0,5.0,5.0,25.0,"Pick up and drop off at your hotel ( please provide us your hotel name and address for pick up ), Gasoline, Private English speaking driver, Road toll fee, Luxury and comfortable air conditioning vehicles","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
126,126.0,127.0,Full-Day Phnom Penh Sightseeing Tour & Killing Field,Full-day Tours,17.0,5.0,7.0,75.9,"Hotel pickup and drop-off, Transport by private vehicle, Professional guide, All Fees and Taxes, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
127,127.0,128.0, Angkor Wat Tour Complex Full Day-Small Group,Full-day Tours,4.0,5.0,7.0,24.0,"Experience English Tour Guide, Air-conditioned vehicle, Sightseeing as specified in the itinerary, Hotel pickup and drop-off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
